year,aoc_id,kitt_uid
2023,3341447,21212
2023,3342227,22732
2023,3344618,19750
2023,3345349,7543
2023,3349027,18115
2023,3349818,15442
2023,3350365,15520
2023,3351897,14174
2023,3351952,20330
2023,3352922,20653
2023,3353057,6792
2023,3356364,14754
2023,3356389,17258
2023,3361958,16052
2023,3362013,22518
2023,3364412,22651
2023,3366099,19857
2023,3367451,12921
2023,3367739,15951
2023,3369296,12634
2023,3370711,24125
2023,3370966,24808
2023,3371426,19967
2023,3371606,25094
2023,3376605,20720
2023,3377228,6111
2023,3384883,22472
2023,3392662,15253
2023,3395062,20104
2023,3400274,21647
2023,3405098,24998
2023,3407652,19660
2023,3413546,18620
2023,3414695,18477
2023,3415831,16366
2023,3423100,14614
2023,3426161,24609
2023,3433425,24823
2023,3440449,22422
2023,3444977,25516
2023,3446247,9013
2023,3448338,24813
2023,3451224,12917
2023,3453141,24789
2023,3454111,11442
2023,3455327,12317
2023,3457344,4903
2023,3474274,7537
2023,3484034,24923
2023,3499341,17099
2023,3530748,22168
2023,3538009,12935
2023,3542622,21791
2023,3547491,12055
2023,3548097,13291
2023,3557907,21924
2023,3565025,10665
2023,3574758,11901
2023,3596381,24531
2023,3637316,24258
2023,3645575,17057
2023,3659709,22836
2023,3664598,20433
2023,3689462,21264
2023,3692423,21901
2023,3712882,25772
2023,3750777,9725
2023,3752099,14696
2023,3759944,24397
2023,3783538,24196
2023,3784898,24908
2023,3807881,24889
2023,3829440,21906
2023,3837391,19850
2023,3861375,159
2023,3863321,24826
2023,3873996,24179
2023,3885351,24314
2023,3971080,20229
